,DOI,Publisher,prefix,publisher_name
8259,10.1007/s00198-019-05133-0,Springer London Ltd,10.1007,Springer Science and Business Media LLC
8260,10.1111/twec.12500,Wiley,10.1111,Wiley
8261,10.1515/9783110419283-010,de Gruyter,10.1515,Walter de Gruyter GmbH
8262,10.3726/b11571,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
8263,10.1093/oso/9780190649890.003.0011,Oxford University Press,10.1093,Oxford University Press (OUP)
8264,10.1093/tcbh/hww059,Oxford University Press,10.1093,Oxford University Press (OUP)
8265,10.14321/j.ctvwcjfdm,Michigan State University Press,10.14321,Michigan State University Press
8266,10.1017/CBO9781107477216,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8267,10.1093/oso/9780198800095.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8268,10.1093/oso/9780198800095.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8269,10.1215/9781478002536-002,Duke University Press,10.1215,Duke University Press
8270,10.1057/9781137490988,Macmillan,10.1057,Springer Science and Business Media LLC
8271,10.1057/978-1-137-54639-5_2,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8272,10.11647/OBP.0094,Open Book Publishers,10.11647,Open Book Publishers
8273,10.1038/s41586-020-2602-4,Nature Publishing,10.1038,Springer Science and Business Media LLC
8274,10.1017/9781316995334.010,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8275,10.4324/9781315577760,Routledge,10.4324,Informa UK Limited
8276,10.1017/9781108582834.008,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8277,10.1163/9789004356313_018,Brill,10.1163,Brill
8278,10.1093/oso/9780198821274.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8279,10.1163/9789004365001_012,Brill,10.1163,Brill
8280,10.1002/smj.2419,John Wiley & Sons Ltd.,10.1002,Wiley
8281,10.1109/ISIT.2017.8006507,IEEE Information Theory Society,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8282,10.2307/j.ctvhrczc5,Yale University Press,10.2307,JSTOR
8283,10.1017/9781316344071.013,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8284,10.1093/oxfordhb/9780190637224.013.33,On-line encyclopaedia entry,10.1093,Oxford University Press (OUP)
8285,10.1017/9781108681810.009,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8286,10.1007/s11263-019-01271-4,Springer,10.1007,Springer Science and Business Media LLC
8287,10.1007/978-3-319-09734-3,Springer,10.1007,Springer Science and Business Media LLC
8288,10.1201/9781351139687,Routledge,10.1201,Informa UK Limited
8289,10.4324/9781315600550,Taylor and Francis Inc,10.4324,Informa UK Limited
8290,10.1080/14733285.2020.1773403,Informa UK Limited,10.1080,Informa UK Limited
8291,10.1007/978-3-030-22762-3_9,Springer,10.1007,Springer Science and Business Media LLC
8292,10.1017/S0007123414000337,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8293,10.4324/9781315581606,Ashgate Pub Co,10.4324,Informa UK Limited
8294,10.1090/mcom/3120,American Mathematical Society,10.1090,American Mathematical Society (AMS)
8295,10.1093/mnras/stw218,Wiley,10.1093,Oxford University Press (OUP)
8296,10.1093/mnras/stu1320,Oxford University Press,10.1093,Oxford University Press (OUP)
8297,10.1007/978-3-319-91388-9,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8298,10.1007/s11896-017-9243-z,Springer Science and Business Media LLC,10.1007,Springer Science and Business Media LLC
8299,10.5949/liverpool/9781786940667.001.0001,Liverpool University Press,10.5949,Cambridge University Press (CUP)
8300,10.1007/978-3-030-01866-5,Springer,10.1007,Springer Science and Business Media LLC
8301,10.1016/j.envsci.2019.07.005,Elsevier,10.1016,Elsevier BV
8302,10.1177/2514848619880130,Sage,10.1177,SAGE Publications
8303,10.1007/s10490-017-9524-1,Springer Science and Business Media LLC,10.1007,Springer Science and Business Media LLC
8304,10.1111/ele.12944,Wiley,10.1111,Wiley
8305,10.4324/9781315264233-8,Routledge,10.4324,Informa UK Limited
8306,10.1161/circimaging.115.004172,Ovid Technologies (Wolters Kluwer Health),10.1161,Ovid Technologies (Wolters Kluwer Health)
8307,10.1096/fj.201800330R,FASEB,10.1096,Wiley
8308,10.1080/20013078.2019.1697124,Taylor & Francis,10.1080,Informa UK Limited
8309,10.1016/S0140-6736(19)32942-3,Lancet Publishing Group,10.1016,Elsevier BV
8310,10.1016/j.polymer.2017.11.025,Elsevier Science BV,10.1016,Elsevier BV
8311,10.1080/09692290.2019.1616598,Taylor & Francis (Routledge),10.1080,Informa UK Limited
8312,10.25300/MISQ/2020/15190,M I S Research Center,10.25300,MIS Quarterly
8313,10.1016/j.scitotenv.2014.05.127,Elsevier BV,10.1016,Elsevier BV
8314,10.1017/9781316694459.002,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8315,10.1163/9789004323131_004,Brill,10.1163,Brill
8316,10.1017/9781139050203,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8317,10.4324/9780429345616-6,"Routledge, Taylor & Francis Group",10.4324,Informa UK Limited
8318,10.1093/acprof:oso/9780199347650.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8319,10.1016/j.appet.2017.02.003,Elsevier BV,10.1016,Elsevier BV
8320,10.7228/manchester/9781784991326.001.0001,Manchester University Press,10.7228,Manchester University Press
8321,10.7228/manchester/9781784991326.001.0001,Manchester University Press,10.7228,Manchester University Press
8322,10.1007/978-3-319-40964-1,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8323,10.5465/amj.2015.1221,Academy of Management,10.5465,Academy of Management
8324,10.1017/cbo9781139019347,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8325,10.1177/1748048517692907,SAGE Publications,10.1177,SAGE Publications
8326,10.4018/978-1-5225-5357-1.ch004,IGI Global Publishing,10.4018,IGI Global
8327,10.3389/fnhum.2015.00661,Frontiers Media SA,10.3389,Frontiers Media SA
8328,10.1016/j.bbr.2017.07.010,Elsevier BV,10.1016,Elsevier BV
8329,10.1080/20507828.2016.1177706,Informa UK Limited,10.1080,Informa UK Limited
8330,10.1484/M.CELAMA-EB.5.108744,Brepols,10.1484,Brepols Publishers NV
8331,10.1007/978-3-030-55049-3_6,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8332,10.1017/CBO9781139942249,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8333,10.1017/CBO9781316226681,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8334,10.1093/acprof:oso/9780198744382.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8335,10.1017/9781316875056.004,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8336,10.1080/17512786.2014.943930,Taylor & Francis,10.1080,Informa UK Limited
8337,10.1016/j.leaqua.2016.01.004,Elsevier,10.1016,Elsevier BV
8338,10.1515/9783110492798-006,De Gruyter Oldenbourg,10.1515,Walter de Gruyter GmbH
8339,10.1163/9789004356313_028,Brill,10.1163,Brill
8340,10.1093/acprof%3Aoso/9780199662326.003.0013,Oxford University Press,10.1093,Oxford University Press (OUP)
8341,10.2307/j.ctv1b3qqn0,Modern Humanities Research Association,10.2307,JSTOR
8342,10.2307/j.ctv1b3qqph,Modern Humanities Research Association,10.2307,JSTOR
8343,10.1163/9789004304406_005,Brill Rodopi,10.1163,Brill
8344,10.1093/oxfordhb/9780199600809.013.21,Oxford University Press,10.1093,Oxford University Press (OUP)
8345,10.2307/j.ctv10kmfkr,Princeton University Press,10.2307,JSTOR
8346,10.3726/b11404,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
8347,10.3726/b11665,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
8348,10.3726/b11665,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
8349,10.1111/glal.12098,Wiley,10.1111,Wiley
8350,10.3726/b10888,Peter Lang UK,10.3726,"Peter Lang, International Academic Publishers"
8351,10.1007/978-3-030-29302-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8352,10.1007/978-3-319-58211-5,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8353,10.1093/oso/9780198861065.001.0001,"Oxford University Press, USA",10.1093,Oxford University Press (OUP)
8354,10.4324/9781315673578,Routledge,10.4324,Informa UK Limited
8355,10.2307/j.ctt22726zj,Anthem Press,10.2307,JSTOR
8356,10.4324/9781315565989-11,Ashgate,10.4324,Informa UK Limited
8357,10.1017/CBO9781139940887.007,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
8358,10.4324/9781315626628-2,Routledge,10.4324,Informa UK Limited
8359,10.1093/oso/9780198852605.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8360,10.1007/s00440-020-00972-z,Springer,10.1007,Springer Science and Business Media LLC
8361,10.4324/9781315396989,Routledge Taylor & Francis Group,10.4324,Informa UK Limited
8362,10.1083/jcb.201903080,Rockefeller University Press,10.1083,Rockefeller University Press
8363,10.7228/manchester/9780719084294.001.0001,Manchester University Press,10.7228,Manchester University Press
8364,10.5040/9781509905164.ch-003,Hart Publishing Limited,10.5040,Bloomsbury Academic
8365,10.4324/9780429470882,Routledge,10.4324,Informa UK Limited
8366,10.5040/9781509925407,Hart Publishing,10.5040,Bloomsbury Academic
8367,10.1093/shm/hky016,Oxford Journals,10.1093,Oxford University Press (OUP)
8368,10.1177/0265691415618606,Sage,10.1177,SAGE Publications
8369,10.3310/hsdr07140,NIHR Health Services and Delivery Research Programme,10.3310,National Institute for Health and Care Research
8370,10.1007/978-3-319-75999-9,Springer International Publishing,10.1007,Springer Science and Business Media LLC
8371,10.1177/0263276419829200,Sage Publications Ltd.,10.1177,SAGE Publications
8372,10.4324/9780367808570,Routledge,10.4324,Informa UK Limited
8373,10.1073/pnas.1312626111,Proceedings of the National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
8374,10.4324/9781315795270,Routledge,10.4324,Informa UK Limited
8375,10.4324/9781315795270,Routledge,10.4324,Informa UK Limited
8376,10.1017/CBO9781107588820.004,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8377,10.4337/9781785369117.00020,Edwin Edgar Publishing,10.4337,Edward Elgar Publishing
8378,10.1057/9781137400017,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8379,10.1080/08974454.2016.1259600,Informa UK Limited,10.1080,Informa UK Limited
8380,10.1057/978-1-137-54642-5_5,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8381,10.1007/978-3-319-12544-2_10,Springer,10.1007,Springer Science and Business Media LLC
8382,10.1177/0261018318817483,Sage,10.1177,SAGE Publications
8383,10.1017/9781108355421,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8384,10.1017/9781108147897,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8385,10.1080/10350330.2017.1334390,Taylor & Frances,10.1080,Informa UK Limited
8386,10.5040/9781472503220.ch-003,Bloomsbury Academic,10.5040,Bloomsbury Academic
8387,10.3726/978-1-78707-008-0,Peter Lang UK,10.3726,"Peter Lang, International Academic Publishers"
8388,10.1086/704544,University of Chicago Press,10.1086,University of Chicago Press
8389,10.1093/ojls/gqaa046,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
8390,10.1057/9781137577047,Palgrave MacMillan,10.1057,Springer Science and Business Media LLC
8391,10.1080/17457289.2020.1760283,Taylor and Francis,10.1080,Informa UK Limited
8392,10.1007/978-3-319-64556-8,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8393,10.1017/CBO9781107447158,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8394,10.1017/9781108920353,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8395,10.1007/978-3-319-40637-4_5,Springer,10.1007,Springer Science and Business Media LLC
8396,10.1515/9780691206547,Princeton University Press,10.1515,Walter de Gruyter GmbH
8397,10.1007/978-3-030-19795-7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8398,10.1017/CBO9781139942027,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8399,10.1093/oso/9780198810223.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8400,10.4337/9781784711443.00016,Edward Elgar,10.4337,Edward Elgar Publishing
8401,10.1057/978-1-137-57069-7,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8402,10.4324/9781315723211,Routledge,10.4324,Informa UK Limited
8403,10.1007/978-3-319-98782-8,Palgrave Macmillan Ltd,10.1007,Springer Science and Business Media LLC
8404,10.1017/CBO9781316104620,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8405,10.1111/joms.12165,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
8406,10.1177/0022009418761194,Sage Publications,10.1177,SAGE Publications
8407,10.1007/978-3-319-98959-4_11,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8408,10.2307/j.ctvc773c7,Princeton University Press,10.2307,JSTOR
8409,10.2307/j.ctvc773c7,Princeton University Press,10.2307,JSTOR
8410,10.1287/mnsc.2014.2106,Institute for Operations Research and the Management Sciences (I N F O R M S),10.1287,Institute for Operations Research and the Management Sciences (INFORMS)
8411,10.1177/1461444817712516,Sage,10.1177,SAGE Publications
8412,10.1057/9781137353429,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
8413,10.1086/688178,University of Chicago Press,10.1086,University of Chicago Press
8414,10.4337/9781788971287.00017,Edward Elgar,10.4337,Edward Elgar Publishing
8415,10.4324/9781315737881,Routledge,10.4324,Informa UK Limited
8416,10.1162/rest_a_00772,MIT Press - Journals,10.1162,MIT Press
8417,10.1057/978-1-137-44254-3_4,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
8418,10.1057/978-1-137-58859-3,Palgrave Macmillan US,10.1057,Springer Science and Business Media LLC
8419,10.4324/9781315673349,Routledge,10.4324,Informa UK Limited
8420,10.1093/oxfordhb/9780199593736.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8421,10.1017/cbo9781139871730,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8422,10.1017/9781787448209.008,Boydell & Brewer,10.1017,Cambridge University Press (CUP)
8423,10.1163/9789004281783,Brill,10.1163,Brill
8424,10.1093/oso/9780198791720.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8425,10.4324/9781003086383,Routledge,10.4324,Informa UK Limited
8426,10.1017/CBO9781139795432,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8427,10.1016/j.ejpb.2017.01.008,Elsevier BV,10.1016,Elsevier BV
8428,10.1016/j.bios.2016.05.034,Elsevier BV,10.1016,Elsevier BV
8429,10.1038/nmat4939,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
8430,10.1039/c4sc03334e,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
8431,10.1021/acsami.8b04774,American Chemical Society,10.1021,American Chemical Society (ACS)
8432,10.1007/s00604-017-2169-4,Springer,10.1007,Springer Science and Business Media LLC
8433,10.4171/JEMS/660,European Mathematical Society Publishing House,10.4171,European Mathematical Society - EMS - Publishing House GmbH
8434,10.1007/s00220-019-03423-6,Springer,10.1007,Springer Science and Business Media LLC
8435,10.1017/9781787448919,D. S. Brewer,10.1017,Cambridge University Press (CUP)
8436,10.1021/jacs.8b09039,American Chemical Society,10.1021,American Chemical Society (ACS)
8437,10.1080/02757206.2019.1687463,Taylor and Francis,10.1080,Informa UK Limited
8438,10.1017/CBO9781316418024.005,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8439,10.1017/9781139871402,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8440,10.1093/oxfordhb/9780199352333.013.31,Oxford University Press,10.1093,Oxford University Press (OUP)
8441,10.5040/9780755694822.ch-002,I.B. Tauris,10.5040,Bloomsbury Academic
8442,10.1017/9781108903967.002,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8443,10.5040/9781350016477,Bloomsbury Academic,10.5040,Bloomsbury Academic
8444,10.5040/9781501307072,Bloomsbury Academic,10.5040,Bloomsbury Academic
8445,10.1007/978-3-030-04281-3,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8446,10.1093/oxfordhb/9780190244705.013.9,Oxford University Press,10.1093,Oxford University Press (OUP)
8447,10.4135/9781529714807,SAGE,10.4135,SAGE Publications
8448,10.1017/CBO9780511843952,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8449,10.4324/9781315647777,Routledge,10.4324,Informa UK Limited
8450,10.1017/cbo9781316418024,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8451,10.7228/manchester/9781526114754.001.0001,Manchester University Press,10.7228,Manchester University Press
8452,10.1163/9789004268876,Brill,10.1163,Brill
8453,10.1002/ajmg.a.38031,Wiley-Blackwell Publishing Ltd.,10.1002,Wiley
8454,10.3389/fmicb.2017.00490,Frontiers Research Foundation,10.3389,Frontiers Media SA
8455,10.1017/9781108763943.011,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8456,10.1007/978-3-030-04621-7_4,Springer Nature Switzerland,10.1007,Springer Science and Business Media LLC
8457,10.1007/978-3-319-65030-2_4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8458,10.1057/9781137414113,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8459,10.1016/j.advwatres.2019.103378,Pergamon Press,10.1016,Elsevier BV
8460,10.1021/acs.chemmater.9b00933,American Chemical Society,10.1021,American Chemical Society (ACS)
8461,10.1057/9781137283146,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8462,10.1080/07474938.2016.1261015,Taylor and Francis,10.1080,Informa UK Limited
8463,10.4324/9780429507236,Routledge (Taylor & Francis),10.4324,Informa UK Limited
8464,10.5040/9781350987579,I.B. Tauris,10.5040,Bloomsbury Academic
8465,10.1007/978-3-030-04912-6_12,Palgrave Macmillian,10.1007,Springer Science and Business Media LLC
8466,10.1177/0018726719828436,Sage Publications Ltd.,10.1177,SAGE Publications
8467,10.1057/978-1-349-95317-2_4,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8468,10.1057/9781137462466_13,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8469,10.1163/9789004305618,Brill,10.1163,Brill
8470,10.1007/978-3-030-24705-8,Springer,10.1007,Springer Science and Business Media LLC
8471,10.1057/9781137287342,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8472,10.4324/9781315472737,Taylor & Francis,10.4324,Informa UK Limited
8473,10.1057/978-1-137-35398-6,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8474,10.4324/9781315601601,Routledge,10.4324,Informa UK Limited
8475,10.1016/j.econmod.2018.04.010,Elsevier,10.1016,Elsevier BV
8476,10.1215/17432197-2651729,Duke University Press,10.1215,Duke University Press
8477,10.1002/9781118758359.ch6,Wiley,10.1002,Wiley
8478,10.1057/9781137375490,Springer Nature,10.1057,Springer Science and Business Media LLC
8479,10.5040/9781474217217,Bloomsbury Academic,10.5040,Bloomsbury Academic
8480,10.4324/9781315818849,Routledge,10.4324,Informa UK Limited
8481,10.1057/978-1-137-56934-9,Palgrave Macmillan (part of Springer Nature),10.1057,Springer Science and Business Media LLC
8482,10.1515/9783110363029.385,Walter de Gruyter GmbH,10.1515,Walter de Gruyter GmbH
8483,10.1007/978-3-030-37397-9,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8484,10.5040/9781350053052,Bloomsbury Academic,10.5040,Bloomsbury Academic
8485,10.4324/9781315882796-11,Routledge,10.4324,Informa UK Limited
8486,10.1007/9783030027100_14,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8487,10.4324/9781315112251,Routledge,10.4324,Informa UK Limited
8488,10.1093/oso/9780198817680.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8489,10.4324/9781315648613,Taylor & Francis,10.4324,Informa UK Limited
8490,10.4324/9781315622705,Routledge,10.4324,Informa UK Limited
8491,10.14324/111.9781911576501,UCL Press,10.14324,UCL Press
8492,10.4324/9781315674032,Routledge,10.4324,Informa UK Limited
8493,10.1080/08164649.2016.1278156,Taylor & Francis,10.1080,Informa UK Limited
8494,10.1057/978-1-137-58377-2,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8495,10.1080/09613218.2017.1314692,Informa UK Limited,10.1080,Informa UK Limited
8496,10.4324/9780203522141,Routledge,10.4324,Informa UK Limited
8497,10.1163/9789004379503_003,Brill,10.1163,Brill
8498,10.1057/9781137442475,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8499,10.1371/journal.pone.0102625,Public Library of Science,10.1371,Public Library of Science (PLoS)
8500,10.1038/bjc.2017.174,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
8501,10.1080/0950236X.2013.858068,Taylor & Francis,10.1080,Informa UK Limited
8502,10.1016/j.ajp.2020.101958,Elsevier BV,10.1016,Elsevier BV
8503,10.2307/j.ctvgd30v,Anthem Press,10.2307,JSTOR
8504,10.1007/978-3-319-64431-8,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8505,10.1093/oso/9780198840176.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8506,10.1057/978-1-137-54014-0,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8507,10.1007/978-3-319-69359-0,Springer,10.1007,Springer Science and Business Media LLC
8508,10.1111/ecoj.12210,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
8509,10.3982/ECTA11374,Blackwell Publishing,10.3982,The Econometric Society
8510,10.1016/j.ijpharm.2019.01.068,Elsevier BV,10.1016,Elsevier BV
8511,10.4324/9781315762159,Routledge,10.4324,Informa UK Limited
8512,10.1007/978-3-030-19314-0,Palgrave Pivot,10.1007,Springer Science and Business Media LLC
8513,10.4324/9781351176194,Routledge,10.4324,Informa UK Limited
8514,10.1016/j.jet.2015.12.011,Elsevier BV,10.1016,Elsevier BV
8515,10.1109/TCST.2017.2749562,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8516,10.4324/9781315638577-7,Routledge,10.4324,Informa UK Limited
8517,10.1016/j.rser.2015.03.097,Elsevier,10.1016,Elsevier BV
8518,10.4324/9780429448225,Routledge,10.4324,Informa UK Limited
8519,10.4324/9781003083832-9,Routledge,10.4324,Informa UK Limited
8520,10.4324/9781315560410,Routledge,10.4324,Informa UK Limited
8521,10.1109/TIA.2015.2394404,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8522,10.1017/9781139939560,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8523,10.1017/CBO9781107323933,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8524,10.4324/9781315601878,Rouledge,10.4324,Informa UK Limited
8525,10.4018/978-1-7998-2823-5.ch007,IGI Global,10.4018,IGI Global
8526,10.1017/9781108645775,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8527,10.5040/9781350024489.ch-004,Bloomsbury,10.5040,Bloomsbury Academic
8528,10.1162/LEON_a_01471,MIT Press - Journals,10.1162,MIT Press
8529,10.1108/S2056-375220180000004012,Emerald Group Publishing Ltd.,10.1108,Emerald
8530,10.4324/9780367853341,Routledge,10.4324,Informa UK Limited
8531,10.1108/S0733-558X2019000065B010,Emerald,10.1108,Emerald
8532,10.4324/9781315601960,Routledge,10.4324,Informa UK Limited
8533,10.4324/9781315582573-13,Ashgate,10.4324,Informa UK Limited
8534,10.1093/oso/9780198814801.003.0002,Oxford University Press,10.1093,Oxford University Press (OUP)
8535,10.4324/9781315750507,Routledge,10.4324,Informa UK Limited
8536,10.4324/9781315750507,Routledge,10.4324,Informa UK Limited
8537,10.1093/oso/9780198786658.003.0013,Oxford University Press,10.1093,Oxford University Press (OUP)
8538,10.1057/9781137023278,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8539,10.1075/ds.28,John Benjamins,10.1075,John Benjamins Publishing Company
8540,10.1075/lal.35,John Benjamins,10.1075,John Benjamins Publishing Company
8541,10.4324/9781315668925-38,Routledge,10.4324,Informa UK Limited
8542,10.1515/9783110584844-006,De Gruyter,10.1515,Walter de Gruyter GmbH
8543,10.2307/j.ctv18sqzfs,McGill-Queen's University Press,10.2307,JSTOR
8544,10.1017/9781108555135.010,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8545,10.1057/978-1-137-60035-6,Palgrave,10.1057,Springer Science and Business Media LLC
8546,10.1111/jcms.12836,Wiley,10.1111,Wiley
8547,10.1163/9789004390041_005,Brill Academic Publishers,10.1163,Brill
8548,10.1017/9781787441514.011,Boydell and Brewer Limited,10.1017,Cambridge University Press (CUP)
8549,10.1080/23269995.2017.1389232,Bristol University Press,10.1080,Informa UK Limited
8550,10.1093/acprof:oso/9780198714101.003.0002,Oxford University Press,10.1093,Oxford University Press (OUP)
8551,10.7765/9781526138422,Manchester University Press,10.7765,Manchester University Press
8552,10.1093/acprof:oso/9780198714170.003.0014,Oxford University Press,10.1093,Oxford University Press (OUP)
8553,10.4324/9781315222639,Routledge,10.4324,Informa UK Limited
8554,10.1016/j.asoc.2018.04.025,Elsevier,10.1016,Elsevier BV
8555,10.1038/s41598-019-56927-5,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
8556,10.1103/PhysRevLett.114.210801,American Physical Society,10.1103,American Physical Society (APS)
8557,10.1371/journal.pmed.1003149,Public Library of Science,10.1371,Public Library of Science (PLoS)
8558,10.1016/j.neuroimage.2017.07.059,Elsevier,10.1016,Elsevier BV
8559,10.1080/07350015.2015.1076726,Routledge,10.1080,Informa UK Limited
8560,10.1016/j.jlp.2019.103922,Elsevier,10.1016,Elsevier BV
8561,10.1371/journal.pone.0122721,PLOS,10.1371,Public Library of Science (PLoS)
8562,10.1111/bph.13940,John Wiley & Sons Ltd.,10.1111,Wiley
8563,10.1016/j.ijhydene.2014.04.062,Elsevier,10.1016,Elsevier BV
8564,10.1016/j.aap.2019.105429,Elsevier BV,10.1016,Elsevier BV
8565,10.1186/s13640-017-0164-7,Springer Science and Business Media LLC,10.1186,Springer Science and Business Media LLC
8566,10.1016/j.jpowsour.2018.03.010,Elsevier S.A.,10.1016,Elsevier BV
8567,10.1016/j.apsusc.2015.12.199,Elsevier,10.1016,Elsevier BV
8568,10.1016/j.addbeh.2019.106247,Elsevier,10.1016,Elsevier BV
8569,10.1080/14681994.2016.1184754,Taylor & Francis Ltd.,10.1080,Informa UK Limited
8570,10.1002/pon.4397,Wiley-Blackwell,10.1002,Wiley
8571,10.1007/s11229-018-02038-z,Springer,10.1007,Springer Science and Business Media LLC
8572,10.1016/j.jmoneco.2014.06.004,Elsevier BV,10.1016,Elsevier BV
8573,10.1007/978-3-319-70317-6_12,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8574,10.1080/09644016.2020.1741768,Polity Press,10.1080,Informa UK Limited
8575,10.5284/1082002,Council for British Archaeology,10.5284,
8576,10.5284/1082002,Council for British Archaeology,10.5284,
8577,10.3310/hta21110,NIHR Health Technology Assessment Programme,10.3310,National Institute for Health and Care Research
8578,10.1039/c6ta08670e,Royal Society of Chemistry (RSC),10.1039,Royal Society of Chemistry (RSC)
8579,10.1038/srep43924,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
8580,10.1016/j.snb.2013.11.071,Elsevier,10.1016,Elsevier BV
8581,10.1016/j.compscitech.2016.04.021,Pergamon,10.1016,Elsevier BV
8582,10.1109/TIFS.2015.2478748,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8583,10.1002/tea.21191,John Wiley & Sons,10.1002,Wiley
8584,10.1007/s11165-019-9859-3,Springer,10.1007,Springer Science and Business Media LLC
8585,10.1007/s00421-018-3814-2,Springer Berlin Heidelberg,10.1007,Springer Science and Business Media LLC
8586,10.1111/1467-9566.12383,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
8587,10.5040/9781474281768.ch-007,Bloomsbury Academic,10.5040,Bloomsbury Academic
